segment_id,osm_id,osm_name,osm_type,start_lat,start_long,end_lat,end_long,x,y,distance_1,distance_2,distance_3,distance_4,distance_5,distance_6,distance_7,distance_8,distance_9,distance_10,order_list_of_workers,assigned_points
892,116592956,,trunk,12.9143272237,101.023911429,12.9110522228,101.027085219,719592.137111,1428528.59365,43086.2790715,19595.9314384,44293.9796239,20891.8729012,64934.1137836,63170.8049948,24570.6751491,46141.8543732,7495.78531752,64272.891131,9;2;4;7;1;3;8;6;10;5,9
894,116592956,,trunk,12.9077907334,101.03027336,12.9045388333,101.033471638,720288.389831,1427810.80365,42986.5725298,19925.474148,44683.8316144,20509.9821263,65515.240745,63431.4089545,25442.4038908,46922.135741,8418.85021275,64157.1805248,9;2;4;7;1;3;8;6;10;5,9
897,116592956,,trunk,12.8980540758,101.039887712,12.8947928018,101.043075897,721340.532096,1426741.73616,42869.4686015,20491.5549522,45293.8585979,20027.7245128,66396.9029702,63839.2641487,26761.7881251,48101.1772345,9835.02703421,64001.6882536,9;4;2;7;1;3;8;6;10;5,9
900,116592956,,trunk,12.8882838918,101.049466573,12.8850294543,101.052661849,722388.931472,1425668.95644,42809.9077821,21153.7359855,45949.4982909,19643.2581344,67304.6412603,64284.569588,28101.6444684,49300.819018,11271.5197782,63886.3049801,9;4;2;7;1;3;8;10;6;5,9
902,116592956,,trunk,12.8817752475,101.055857317,12.87852158,101.059053301,723088.429639,1424954.32205,42798.5803324,21641.0610597,46407.6869797,19447.8728203,67920.8460558,64598.3389081,29003.2589246,50109.1100777,12237.8464043,63828.0643174,9;4;2;7;1;3;8;10;6;5,9
905,116592956,,trunk,12.8720142817,101.06544515,12.8692580394,101.069065718,724137.928235,1423882.61654,42825.036851,22435.5710556,47126.1080704,19249.0646215,68861.7728218,65094.6357143,30367.0915495,51334.0097634,13696.4812801,63769.6612436,9;4;2;7;1;3;8;10;6;5,9
909,116592956,,trunk,12.8625592192,101.081077135,12.8611439,101.0836147,725843.419997,1422850.08765,42441.8031933,23168.3194478,47681.4091525,19659.8035465,69725.5552981,65317.152505,31953.243395,52658.9649794,15689.4331419,63250.2892963,9;4;2;7;1;3;8;10;6;5,9
922,116596071,,secondary,12.9529190494,101.032334501,12.9526657357,101.036807196,720472.461968,1432805.96549,39873.3962517,15455.2043171,40030.7972567,25198.1230479,60567.7069202,59074.2850267,20728.3175578,41976.7514185,7979.37387641,61061.7851354,9;2;7;4;1;3;8;6;5;10,9
923,116596071,,secondary,12.9526657357,101.036807196,12.9530056398,101.041045954,720958.07886,1432781.80172,39483.6177669,15219.9629454,39851.515303,25348.4663499,60503.7618202,58834.3485079,20917.9742685,42060.4433646,8452.70125035,60675.113883,9;2;7;4;1;3;8;6;5;10,9
924,116596071,,secondary,12.9530056398,101.041045954,12.9523307,101.0469885,721417.785807,1432823.08272,39080.3434295,14952.5530504,39627.7342278,25557.856771,60383.5409915,58555.5215574,21046.7389573,42081.1561939,8912.68407964,60273.739489,9;2;7;4;1;3;8;6;10;5,9
928,116601648,,trunk,13.1195686748,100.997378444,13.1204432043,101.001900224,716533.885485,1451215.38762,37311.9322512,13390.5995654,27410.5609918,42312.2843562,43808.3441148,47572.6813476,3185.62181361,23298.389912,20278.7857349,56675.9301089,7;2;9;8;3;1;4;5;6;10,7
934,116601648,,trunk,13.1198370736,101.024918681,13.1196406946,101.029524567,719520.373075,1451268.89225,34335.6280192,10750.7561597,25189.0619342,42808.0394881,42818.33722,45331.8608784,6061.15173386,23561.2178716,21108.6961952,53802.0914621,7;2;9;8;3;1;4;5;6;10,7
937,116601648,,trunk,13.1192843713,101.038737788,13.1190224816,101.043340115,721019.558539,1451219.80431,32850.7119766,9459.90522266,24192.4554469,43058.646529,42465.5745447,44293.9487667,7548.34358178,23907.5255845,21599.0095578,52387.4096758,7;2;9;8;3;1;5;4;6;10,7
941,116601648,,trunk,13.1137785931,101.055645204,13.1111913495,101.059424691,722858.161287,1450625.45882,31100.5382079,7630.81053697,23463.9771225,42918.741498,42624.442745,43449.318872,9460.24221816,24961.6867837,21850.1140949,50831.2659088,2;7;9;3;8;1;5;4;6;10,2
942,116601648,,trunk,13.1111913495,101.059424691,13.1085763236,101.063183695,723270.400712,1450342.51703,30732.9756456,7132.44248428,23439.382505,42755.1258106,42818.7699048,43380.5716333,9919.15273774,25354.8531541,21798.6257922,50535.7898454,2;7;9;3;8;1;4;5;6;10,2
945,116601648,,trunk,13.1034051912,101.070744578,13.1010779117,101.074695256,724505.180346,1449491.00199,29655.9414024,5638.79646236,23432.8637009,42292.8070794,43434.0533272,43211.7084281,11315.5944904,26557.7976769,21709.307732,49671.790486,2;7;9;3;8;1;4;6;5;10,2
948,116601648,,trunk,13.0964762232,101.082629199,13.0943517294,101.086680335,725800.513205,1448734.88679,28537.1603276,4171.19402793,23409.348866,41989.310097,43989.1663948,42981.9806785,12766.2208002,27723.2456302,21836.0485326,48746.2946317,2;7;9;3;8;1;4;6;5;10,2
955,116601648,,trunk,13.0942762285,101.114260067,13.0941015667,101.118866065,729233.392559,1448519.93121,25249.82493,2725.83340897,22132.7389028,43065.4118539,43880.1321001,41130.8447936,16137.8283859,29357.6208528,23907.2365967,45676.8641585,2;7;3;9;1;8;6;4;5;10,2
958,116601650,,trunk,13.093547,101.1270337,13.0937665927,101.122429709,730619.594192,1448450.86117,23929.7405529,3194.34359729,21733.7003902,43585.4023334,43894.7302206,40427.3348574,17502.8335713,30088.5999135,24842.041033,44445.289177,2;7;3;1;9;8;6;4;5;10,2
960,116601650,,trunk,13.0939682169,101.117824813,13.0941324882,101.113218343,729620.335788,1448489.08479,24883.5734086,2784.80515012,22024.1226011,43196.1796101,43891.3448236,40940.574381,16521.1671278,29567.099728,24155.5708065,45336.9580039,2;7;3;9;1;8;6;4;5;10,2
966,116601650,,trunk,13.0937644478,101.090200024,13.0945130334,101.085699844,726624.158575,1448441.59792,27800.2500769,3395.36827878,23277.4494915,41998.3957356,44178.6236642,42712.6546833,13639.2759052,28307.9441644,22114.4568821,48099.2507755,2;7;9;3;1;8;4;6;5;10,2
969,116601650,,trunk,13.0991073394,101.077764953,13.101456537,101.073827203,725270.524604,1449021.68482,28995.3209106,4754.05947555,23426.739472,42085.9273743,43779.0052063,43087.3741028,12177.3928179,27263.5288052,21753.4218086,49129.9021944,2;7;9;3;8;1;4;6;5;10,2
970,116601650,,trunk,13.101456537,101.073827203,13.1038519133,101.069919708,724841.29303,1449278.1211,29365.5663215,5245.25001736,23431.6790895,42193.2884555,43590.2929649,43160.0718997,11695.174697,26872.6738683,21718.5213454,49434.9966677,2;7;9;3;8;1;4;6;5;10,2
972,116601650,,trunk,13.1064435012,101.066143567,13.1090321513,101.062365147,724003.404053,1449823.11131,30091.5933569,6236.4829656,23435.4049248,42461.5731243,43192.4946452,43284.6655933,10748.0190629,26078.4118628,21721.3037697,50024.114431,2;7;9;3;8;1;4;5;6;10,2
973,116601650,,trunk,13.1090321513,101.062365147,13.1116118727,101.058580326,723591.262938,1450106.20088,30452.0290992,6734.48034227,23440.6738321,42615.947052,42989.2466002,43343.0280585,10282.4874307,25678.7246333,21752.5142506,50313.5262922,2;7;9;3;8;1;4;5;6;10,2
979,116601650,,trunk,13.119147929,101.037715614,13.1192974267,101.033107917,720908.824345,1451203.81142,32962.5412239,9542.09890686,24278.7878868,43019.2321288,42508.9015011,44383.5661878,7441.30617351,23898.0138729,21541.4910972,52497.7313868,7;2;9;8;3;1;5;4;6;10,7
982,116601650,,trunk,13.1196856097,101.023895952,13.1198757969,101.019289769,719409.592299,1451251.2429,34447.6550064,10837.6180725,25279.7323242,42770.6194152,42866.7631108,45424.2435367,5955.38736367,23560.2071846,21056.1024756,53913.1188561,7;2;9;8;3;1;4;5;6;10,7
990,116672665,,secondary,13.1544948,100.9850108,13.1542398,100.9882329,715162.193056,1455069.28594,38501.3441575,16467.7488773,26206.5370608,46020.198801,40748.5194656,46221.9516976,3161.60134172,19427.4929563,23888.2742348,57048.0555433,7;2;8;9;3;1;5;4;6;10,7
996,116674653,,secondary,13.15398,100.9898417,13.1532771,100.9941523,715686.47123,1455016.46127,37976.8759368,16006.0876525,25794.6936666,46009.8008939,40587.7932294,45833.2710087,3416.1605983,19476.9618934,23897.0520327,56547.3671597,7;2;8;9;3;1;5;6;4;10,7
1005,116674657,,secondary,13.1431608752,101.023996009,13.140750268,101.026804525,719399.588368,1453848.86053,34279.7898244,12351.3220875,23520.6752348,45326.575008,40387.1255511,43681.9172249,6033.94585358,21000.185012,23527.514451,53210.0810226,7;2;8;3;9;1;5;6;4;10,7
1012,117364595,ถนนสุขุมวิท,trunk,13.1080284,100.916238,13.1056005,100.9159695,707744.194916,1449870.29509,46193.913515,21433.8077916,35258.3821186,40885.3308693,48729.5692032,55277.9449957,6316.98309622,25829.8952169,19188.4595376,65498.0951223,7;9;2;8;3;4;1;5;6;10,7
1015,132563635,Ban Mabtato,tertiary,12.9095667,100.9353088,12.9140417813,100.935134337,709979.437715,1427927.58767,51341.249648,25970.4840993,49430.712238,18829.4956166,67953.6536768,69119.2502455,24679.143825,46897.2004551,4303.54570077,72502.6988823,9;4;7;2;8;3;1;5;6;10,9
1020,132590748,,secondary,13.1230450747,101.046825869,13.1267990128,101.049121311,721893.347502,1451643.03153,31936.6132293,9022.68726857,23294.825509,43667.3215766,41843.646681,43378.1978027,8367.2134348,23714.4186548,22337.4868671,51426.2219476,7;2;9;3;8;1;5;6;4;10,7
1024,132590748,,secondary,13.1303252821,101.057383295,13.1273248106,101.060829367,723031.733365,1452457.91357,30728.8485821,8782.50999512,21933.5634858,44734.4880742,40796.1168381,41999.5867768,9476.65563763,23270.9936882,23561.3071326,50096.1253658,2;7;3;8;9;1;5;6;4;10,2
1027,132590748,,secondary,13.1240255349,101.069040935,13.123825704,101.073644937,724301.70036,1451771.17749,29527.9954205,7448.37570718,21677.5900318,44413.4815019,41222.4209715,41629.3653339,10761.3401845,24349.4285148,23549.7629845,49096.2692881,2;7;3;9;8;1;5;6;4;10,2
1028,132590748,,secondary,13.123825704,101.073644937,13.1236963559,101.078253102,724801.191898,1451753.16611,29033.3173557,7143.2934712,21397.1682577,44540.3859294,41154.0887359,41308.268891,11261.0838991,24550.0949772,23785.7210927,48628.2232729,2;7;3;9;8;1;5;6;4;10,2
1029,132590748,,secondary,13.1236963559,101.078253102,13.1230051955,101.082725634,725301.072753,1451742.96661,28537.5654359,6867.62116023,21118.1940473,44680.0826741,41083.9445488,40984.6208849,11760.8192668,24752.1995452,24036.60359,48157.9319982,2;7;3;9;8;1;6;5;4;10,2
1035,132590748,,secondary,13.1192172175,101.104348132,13.1166680055,101.107932192,728135.281785,1451270.79394,25784.9551929,5480.69814915,20070.4341908,45181.5996858,41212.7924135,39546.7059591,14619.1562473,26413.8574985,25269.1075852,45646.8044046,2;7;3;9;1;8;6;5;4;10,2
1037,132590748,,secondary,13.1139695533,101.111581417,13.1117835974,101.115610719,728924.631035,1450696.66731,25093.546338,4868.63670284,20245.3862232,44943.5010624,41725.891901,39530.2725651,15457.1668362,27297.9853294,25318.7470124,45115.6228349,2;7;3;1;9;8;6;5;4;10,2
1038,132590748,,secondary,13.1117835974,101.115610719,13.1082538893,101.118443828,729363.66953,1450458.43904,24702.5748321,4663.60666078,20287.5868739,44894.284888,41937.3985141,39465.5621462,15920.2554517,27722.0591634,25423.5881982,44796.1980408,2;7;3;1;9;8;6;5;10;4,2
1042,132598490,,tertiary,13.0882868,100.9921449,13.0881646,100.9929842,715993.61103,1447749.63856,38342.691371,12943.2826548,30171.3072119,38807.8167981,47252.6963823,50313.0167103,5203.06780121,26746.998673,16774.3852879,58260.7237632,7;2;9;8;3;1;4;5;6;10,7
1046,132599850,,tertiary,13.1785154237,101.034463171,13.1828458831,101.033597642,720503.009282,1457770.00541,33283.9050504,14536.3193456,20259.4185901,49379.8301815,36316.2802343,40334.7071187,8813.73459348,17441.3974041,27600.4296996,51275.8019071,7;2;8;3;9;1;5;6;4;10,7
1048,132599850,,tertiary,13.1851478755,101.029927935,13.1879958451,101.026499236,720005.345223,1458499.91102,33849.516805,15419.7096823,20280.814182,50013.3637932,35781.1470725,40288.3140232,8914.3264781,16602.3857659,28166.4779875,51636.3681754,7;2;8;3;9;1;5;6;4;10,7
1055,133496772,,secondary,13.1484707,101.3311176,13.1508582032,101.335017351,752701.383997,1454724.47947,978.159342947,25508.6642735,21118.9992149,61272.1277823,43100.3151089,27838.4852225,39217.8253893,42084.6719,46404.9835168,22086.0467861,1;3;10;2;6;7;8;5;9;4,1
1058,133496772,,secondary,13.1556696219,101.342817938,13.1578691691,101.346766126,753962.961886,1455532.97214,697.966078319,26974.8500919,21537.8972965,62718.2545675,43037.0452586,27077.2660744,40532.6932954,42838.554505,47902.1657137,20588.4988194,1;10;3;2;6;7;8;5;9;4,1
1063,133496772,,secondary,13.1556735148,101.365048517,13.1546917843,101.369547995,756373.996727,1455555.96054,2788.42943796,29245.0016519,23442.8175045,64383.5634056,44315.9991156,27306.9829718,42938.3956272,45003.5584949,50008.37644,18641.6158446,1;10;3;6;2;7;5;8;9;4,1
1065,133496772,,secondary,13.1541058836,101.374063961,13.1562320955,101.378128174,757353.42233,1455391.67458,3722.50481388,30117.8734478,24340.0651497,64949.7493473,45004.5603826,27630.9871328,43903.4401731,45961.9357229,50789.173256,17996.9586205,1;10;3;6;2;7;5;8;9;4,1
1067,133496772,,secondary,13.1581977781,101.382277575,13.1600177638,101.386491931,758239.96918,1455852.95998,4674.40774224,31105.3949708,24826.6441241,65901.6208046,45143.1485844,27355.6159117,44821.6225311,46583.2571666,51788.4502346,17027.6850123,1;10;3;6;2;7;5;8;9;4,1
1073,133498701,,tertiary,13.1422134477,101.318585764,13.1416761,101.312256,751348.593873,1454019.44178,2477.37342333,23995.6826012,20661.9766728,59845.5291824,43081.7512132,28557.4414831,37829.8790383,41240.7803123,44881.3338742,23600.8806822,1;3;10;2;6;7;8;5;9;4,1
1075,133570582,,tertiary,13.2423548695,101.411950225,13.2468414563,101.412474348,761368.611815,1465197.82916,12859.3977077,37897.8175867,24419.7169147,74857.1349228,40244.1708247,19578.8871586,49509.944849,46753.2941273,59356.0000026,9744.63193524,10;1;6;3;2;5;8;7;9;4,10
1079,133570582,,tertiary,13.2591766199,101.417465206,13.2628172947,101.420096909,761948.540216,1467065.38824,14716.6251059,39372.4877866,24766.215077,76643.6195886,39452.9178736,18242.82913,50581.785784,46990.6470818,60910.0980667,8949.11117032,10;1;6;3;2;5;8;7;9;4,10
1082,133570582,,tertiary,13.2695422272,101.425919092,13.2739537213,101.426796393,762853.915862,1468221.52161,16182.1381152,40761.3376275,25600.9199962,78110.2437497,39435.1002085,17792.2281525,51791.26711,47719.1943067,62323.0090309,8101.05406698,10;1;6;3;5;2;8;7;9;4,10
1087,133571431,,secondary,13.2823821,101.4310199,13.2823802,101.4313402,763393.043731,1469648.00002,17666.2157848,42005.0043328,26128.3833186,79543.2171241,39016.7770476,17009.9665348,52755.1742256,48089.1062226,63607.5892662,7878.34262421,10;6;1;3;5;2;8;7;9;4,10
1088,133573880,,secondary,13.4025665,101.3248704,13.4061148106,101.327689455,751761.658518,1482839.15711,28001.1301744,43557.0826644,19940.5993489,83842.6657321,22240.8807867,624.169847506,48882.6243107,37162.3932002,64697.163019,24684.1279373,6;3;5;10;1;8;2;7;9;4,6
1090,133573880,,secondary,13.4101929794,101.329570725,13.41371531,101.331888515,752262.950287,1483687.99141,28819.3611484,44542.6557492,20889.7521077,84827.8577822,22353.4071018,1129.08519494,49805.1632084,37848.2627738,65676.4376206,24850.9287552,6;3;5;10;1;8;2;7;9;4,6
1099,133573880,,secondary,13.4161160277,101.367068324,13.4142028932,101.371248773,756319.238624,1484382.16142,29598.9070515,47370.2388102,24395.6275498,87436.192205,25919.8466542,4394.55304572,53432.3674549,41952.8308183,68735.2699259,22498.2684186,6;10;3;5;1;8;2;7;9;4,6
1101,133573880,,secondary,13.4124005473,101.375472971,13.4121311754,101.379991934,757233.765522,1483979.69858,29295.4418351,47584.1541407,24874.0998065,87562.176149,26913.9368582,5114.55301469,53930.0142181,42751.0223219,69012.4926598,21603.5778854,6;10;3;5;1;8;2;7;9;4,6
1103,133573880,,secondary,13.4126140079,101.384580114,13.4131492328,101.389151538,758220.236827,1484012.83634,29464.7042764,48206.4822845,25691.7626113,88107.1553112,27843.4479009,6076.29202869,54751.1774059,43720.6503868,69679.1384825,21020.0714811,6;10;3;5;1;8;2;7;9;4,6
1104,133573880,,secondary,13.4131492328,101.389151538,13.413417695,101.393757908,758714.949284,1484076.86189,29608.3450432,48560.4621643,26133.2897209,88423.4979074,28297.1920252,6572.20657275,55192.2764595,44217.4569954,70052.0074114,20777.3399757,6;10;3;5;1;8;2;7;9;4,6
1105,133573880,,secondary,13.413417695,101.393757908,13.4127533162,101.398107913,759213.733468,1484111.40933,29731.4539063,48896.4171978,26563.5834282,88718.7971398,28764.745286,7065.97205341,55620.8520854,44711.9340409,70407.0209402,20517.299244,6;10;3;5;1;8;2;7;9;4,6
1106,133573880,,secondary,13.4127533162,101.398107913,13.4100848698,101.401831121,759685.745391,1484042.4525,29755.6461024,49137.8146289,26916.5912319,88914.3263701,29236.8553092,7513.27852887,55969.8858655,45158.3766757,70668.7173226,20194.8696437,6;10;3;5;1;8;2;7;9;4,6
1119,133669283,,secondary,13.0816063298,101.162908485,13.0827199186,101.158441568,734522.206056,1447162.5459,20646.699973,5881.4798662,22150.6969379,44305.024694,45262.2484184,39620.3205236,21597.7657297,33270.8145021,27023.1342493,41549.1670413,2;1;7;3;9;8;6;10;4;5,2
1121,133669283,,secondary,13.083930606,101.154239302,13.0843609975,101.149672155,733579.623176,1447411.72201,21435.096622,5040.5743142,22041.5408855,44043.4032242,44963.2561005,39832.546404,20622.935339,32534.7373808,26416.5515893,42259.2739057,2;7;1;3;9;8;6;10;4;5,2
1127,133670311,,primary,13.0930276,101.1299486,13.0924501,101.1295869,730936.252424,1448396.04851,23639.9907109,3343.07184471,21691.3294706,43674.448071,43943.2503134,40304.6977062,17823.7570035,30295.654598,25034.8281072,44181.8929243,2;7;3;1;9;8;6;4;5;10,2
1128,134987726,,tertiary,13.1860116,100.9856845,13.1839702322,100.989796688,715207.696177,1458557.12159,38628.7331414,18616.2549127,24469.7708006,49502.1182556,37565.4824582,44198.2537528,6426.82752538,15939.4601473,27363.2491787,56361.7269415,7;8;2;3;9;5;1;6;4;10,7
1135,142792899,,tertiary,13.0386443,101.0833546,13.0375445731,101.087656856,725931.827149,1442336.26437,30445.7255398,4516.09900783,29105.0269118,36076.9419501,50323.0831493,48107.3619273,15917.5093993,33791.4552405,17271.5622016,51402.2521286,2;7;9;3;1;8;4;6;5;10,2
1137,142792899,,tertiary,13.0353799199,101.09166532,13.0336194687,101.095896171,726836.430302,1441982.46473,29775.9286842,4316.58386693,29094.7013305,36121.2745094,50580.5340263,47916.4111705,16845.9055954,34414.3186216,17762.6329946,50787.9016676,2;7;9;3;1;8;4;6;5;10,2
1142,142792899,,tertiary,13.023195402,101.110749469,13.0205115553,101.114449744,728918.109998,1440651.32859,28555.5415106,5179.95617351,29689.673814,35867.4083212,51754.294116,48000.2029998,19307.3386553,36386.7774061,18770.9589704,49692.4125132,2;9;7;1;3;4;8;6;10;5,2
1143,142792899,,tertiary,13.0205115553,101.114449744,13.017599939,101.117970505,729322.052958,1440357.68603,28355.7181962,5497.55126108,29861.5367843,35806.9026494,52027.8981391,48062.2023277,19806.6153303,36809.2740952,18980.8161161,49510.5028162,2;9;7;1;3;4;8;6;10;5,2
1151,142808291,บายพาสชลบุรี-พัท,tertiary,12.858062,100.9143337,12.8622378041,100.912573113,707745.354166,1422211.95101,56366.0295679,31635.992253,55444.8132642,13624.9670166,74083.900037,75025.5797583,30689.3381601,52860.1201586,10332.6768498,77562.4251363,9;4;7;2;8;3;1;5;6;10,9
1152,142808291,บายพาสชลบุรี-พัท,tertiary,12.8622378041,100.912573113,12.8664136034,100.910812477,707550.795276,1422672.54501,56259.509733,31424.8282029,55160.0772483,14122.3620295,73711.4677819,74771.9213288,30275.1888572,52433.9401269,10026.4892236,77454.949448,9;4;7;2;8;3;1;5;6;10,9
1153,142808291,บายพาสชลบุรี-พัท,tertiary,12.8664136034,100.910812477,12.870595097,100.909065902,707356.236386,1423133.13902,56157.2397964,31220.2442229,54878.419494,14619.9347598,73340.5530415,74520.7542925,29863.6676243,52009.0747013,9736.36284336,77350.5565266,9;4;7;2;8;3;1;5;6;10,9
1158,142808291,บายพาสชลบุรี-พัท,tertiary,12.8873215604,100.902080427,12.8915049089,100.900338636,706391.220715,1425439.37922,55702.0924618,30292.5865237,53510.8274305,17110.6064389,71503.7577765,73295.7544635,27844.3719333,49900.9955423,8572.77788363,76866.9537114,9;4;7;2;8;3;1;5;6;10,9
1161,142808291,บายพาสชลบุรี-พัท,tertiary,12.900448616,100.900259755,12.9049412594,100.900755611,706182.844354,1426890.3,55127.8026229,29495.0156448,52455.7641917,18556.0632397,70223.5436517,72303.5350642,26502.1517126,48515.2416473,7822.52390739,76264.3257122,9;4;7;2;8;3;1;5;6;10,9
1166,142808291,บายพาสชลบุรี-พัท,tertiary,12.9229214699,100.902646103,12.927397449,100.903263593,706423.398681,1429378.63344,53694.2536721,27768.1795019,50325.2135717,20882.093886,67820.7535893,70248.1494999,24049.5500007,46027.9255072,6505.12907202,74769.8662653,9;4;7;2;8;3;1;5;6;10,9
1188,143810277,,tertiary,13.3168557401,101.464981202,13.3163435004,101.469527402,767036.884398,1473499.739,22906.4875535,47203.4507416,30084.5792637,84839.0903286,40087.4610805,17282.3171769,57512.6427506,51497.8412727,68842.2357564,7349.68057372,10;6;1;3;5;2;8;7;9;4,10
1189,143810277,,tertiary,13.3163435004,101.469527402,13.3151787363,101.473983736,767530.221958,1473447.9343,23156.4658561,47573.927117,30565.4572288,85122.4822342,40547.7271569,17730.8771011,57952.7994022,51992.1033798,69201.207824,7057.49481847,10;6;1;3;5;2;8;7;9;4,10
1195,145226828,,secondary,12.9471609,100.9366429,12.9456343,100.9376817,710092.768447,1432088.21176,49182.108621,23206.8208107,45951.8907861,22967.3093699,63985.7272158,65807.1773626,20551.8748841,42754.261939,2655.79378757,70235.2514654,9;7;4;2;8;3;1;5;6;10,9
1200,145227173,,secondary,12.9429304263,100.9506879,12.9440612,100.957392,711620.514537,1431631.72509,48053.3260412,22282.3699168,45441.2752909,22453.6079942,63920.6754269,65193.4154635,20804.7089086,43040.8337244,1061.35647034,69150.8963712,9;7;2;4;8;3;1;5;6;10,9
1203,145284625,พัทยาสายหนึ่ง,tertiary,12.9509081,100.8874061,12.9508269,100.8872931,704746.579647,1432462.83754,53818.0209494,27512.5486103,49021.6285198,24305.1095294,65637.2242187,69086.9083926,21747.4283825,43396.0047551,7970.05633465,74736.2106407,9;7;4;2;8;3;1;5;6;10,9
1211,145497958,พัทยา-ชลบุรี,trunk,12.9442901,100.9105645,12.9440136,100.9123846,707265.123501,1431749.2862,51854.2027965,25724.3273428,47942.6367551,23005.5812534,65307.1859531,67909.6122511,21536.1559785,43538.9007702,5385.97579462,72861.4501013,9;7;4;2;8;3;1;5;6;10,9
1213,145498174,พัทยา-ชลบุรี,trunk,12.9447741,100.9072112,12.9445396,100.9089184,706900.823792,1431800.11977,52157.8882104,26002.5097382,48132.019473,23128.5435773,65397.0227208,68113.9629438,21597.0048029,43559.8542907,5753.22674751,73155.1694113,9;7;4;2;8;3;1;5;6;10,9
1219,146447446,จอมเทียนสายสอง,tertiary,12.8826220626,100.886414396,12.8860315128,100.883391377,704694.588197,1424906.88528,57425.3387952,31914.5118108,54935.3449256,17224.5384272,72614.7209863,74780.4235029,28834.6619888,50760.0866732,10202.6617586,78581.7670602,9;4;7;2;8;3;1;5;6;10,9
1224,146447926,จอมเทียนสายสอง,tertiary,12.9082173507,100.868857125,12.9037395442,100.869475112,702768.213956,1427724.78517,57696.9189103,31703.5979292,53904.9659112,20591.9907187,70770.0165855,73907.5701775,26880.9656295,48482.9731564,10498.4114405,78760.36606,9;4;7;2;8;3;1;5;6;10,9
1228,146447926,จอมเทียนสายสอง,tertiary,12.8930115131,100.877186731,12.888219,100.8814215,703684.566733,1426049.0277,57709.5651637,31964.794668,54634.9111587,18684.7788732,71941.9907373,74558.3329085,28088.8408008,49875.5248834,10383.5247531,78831.6981692,9;4;7;2;8;3;1;5;6;10,9
1237,148473793,บ้านบึง,trunk,13.3019221989,101.143399846,13.3006169206,101.147815817,732197.77248,1471524.18466,27148.4520843,25918.901409,5603.2862713,65624.0775738,20816.5627997,22950.0560802,26745.4550674,16911.7624482,44715.9778287,38933.9963709,3;8;5;6;2;7;1;10;9;4,3
1239,148473793,บ้านบึง,trunk,13.2996679565,101.152318643,13.298969137,101.156876326,733166.524648,1471283.07325,26237.9587063,25826.1691388,4627.97843718,65704.9126914,21105.0619422,22226.93154,27261.4556343,17907.9235559,44933.6323525,37944.8454368,3;8;5;6;2;1;7;10;9;4,3
1240,148473793,บ้านบึง,trunk,13.298969137,101.156876326,13.2975165362,101.161218481,733661.150642,1471210.01747,25807.1840454,25842.7512577,4158.89871469,65799.1757306,21219.1053893,21840.0207563,27569.3684311,18407.6413973,45097.1595461,37445.2588583,3;8;5;6;1;2;7;10;9;4,3
1255,148473801,บ้านบึง,trunk,13.3230733554,101.094589016,13.3257409026,101.090864999,726888.164265,1473819.64167,32783.4294685,28054.6409521,11386.4705794,66398.059185,19116.2316372,26892.0691246,25275.6985081,11359.5138359,44831.0076452,44496.1507972,8;3;5;7;6;2;1;10;9;4,8
1262,148473801,บ้านบึง,trunk,13.3369014649,101.066580744,13.3377848535,101.06208293,723840.355331,1475324.36581,36144.7988595,29907.6202835,14783.8610635,67248.0867288,18715.9853613,29384.6108668,25174.7491148,8333.31426499,45413.6206877,47744.1298938,8;3;5;7;6;2;1;9;10;4,8
1272,148473801,บ้านบึง,trunk,13.34745685,101.021812822,13.3484655499,101.017314714,718980.000706,1476452.3912,40832.7483697,32156.6898342,19696.3616782,67665.1304955,20315.4347297,33894.9760711,24708.895567,3951.43398893,45581.1528574,52726.0705584,8;3;5;7;2;6;1;9;10;4,8
1273,148473801,บ้านบึง,trunk,13.3484655499,101.017314714,13.3494644795,101.012814414,718491.727276,1476560.03728,41304.6313583,32411.094721,20189.8760754,67721.5593323,20540.6864667,34356.4051379,24711.7853874,3596.49580823,45622.4900318,53225.6435855,8;3;5;7;2;6;1;9;10;4,8
1274,148473801,บ้านบึง,trunk,13.3494644795,101.012814414,13.3512331494,101.008581414,718003.230371,1476666.60866,41776.7992854,32670.230469,20683.5191066,67780.538784,20776.4886935,34819.3013596,24723.6908198,3278.71323391,45668.1706995,53725.2560573,8;3;5;7;2;6;1;9;10;4,8
1279,149322555,ถนนเลี่ยงเมืองชล,trunk,13.4195413,100.9971908,13.4168155,100.9981906,716247.861469,1484406.92336,47648.7880044,40565.9176143,25979.2853823,75364.997105,17321.3697834,36119.4710647,32173.5204372,9938.61636418,53214.5867922,57279.5506906,8;5;3;7;6;2;1;9;10;4,8
1282,149327681,ถนนบ้านเก่า,tertiary,13.4512609696,101.003206326,13.4521261325,101.007737407,716870.912989,1487922.00877,49436.2988704,43748.2352814,27726.9843816,78912.25636,15422.6134346,35852.3665144,35729.9066996,13494.0160163,56765.1635582,57846.7598982,8;5;3;7;6;2;1;9;10;4,8
1287,149327681,ถนนบ้านเก่า,tertiary,13.4549761958,101.0258377,13.4557575372,101.030384616,719318.557214,1488353.16189,47942.5546112,43566.2226412,26292.5695908,79539.0354948,12957.0895634,33506.0954833,36465.175852,14363.7841651,57428.3554321,55729.5883995,5;8;3;6;7;2;1;10;9;4,5
